CAT,NUMCAP,DESC,MEDICO
I71,9,IX.  Doenças do aparelho circulatório,Cardiologista
I72,9,IX.  Doenças do aparelho circulatório,Cardiologista
I73,9,IX.  Doenças do aparelho circulatório,Cardiologista
I74,9,IX.  Doenças do aparelho circulatório,Cardiologista
I75,9,IX.  Doenças do aparelho circulatório,Cardiologista
I76,9,IX.  Doenças do aparelho circulatório,Cardiologista
I77,9,IX.  Doenças do aparelho circulatório,Cardiologista
I78,9,IX.  Doenças do aparelho circulatório,Cardiologista
I79,9,IX.  Doenças do aparelho circulatório,Cardiologista
I80,9,IX.  Doenças do aparelho circulatório,Cardiologista
I81,9,IX.  Doenças do aparelho circulatório,Cardiologista
I82,9,IX.  Doenças do aparelho circulatório,Cardiologista
I83,9,IX.  Doenças do aparelho circulatório,Cardiologista
I84,9,IX.  Doenças do aparelho circulatório,Cardiologista
I85,9,IX.  Doenças do aparelho circulatório,Cardiologista
I86,9,IX.  Doenças do aparelho circulatório,Cardiologista
I87,9,IX.  Doenças do aparelho circulatório,Cardiologista
I88,9,IX.  Doenças do aparelho circulatório,Cardiologista
I89,9,IX.  Doenças do aparelho circulatório,Cardiologista
I90,9,IX.  Doenças do aparelho circulatório,Cardiologista
I91,9,IX.  Doenças do aparelho circulatório,Cardiologista
I92,9,IX.  Doenças do aparelho circulatório,Cardiologista
I93,9,IX.  Doenças do aparelho circulatório,Cardiologista
I94,9,IX.  Doenças do aparelho circulatório,Cardiologista
I95,9,IX.  Doenças do aparelho circulatório,Cardiologista
I96,9,IX.  Doenças do aparelho circulatório,Cardiologista
I97,9,IX.  Doenças do aparelho circulatório,Cardiologista
I98,9,IX.  Doenças do aparelho circulatório,Cardiologista
I99,9,IX.  Doenças do aparelho circulatório,Cardiologista
J00,10,X.   Doenças do aparelho respiratório,Pneumologista
J01,10,X.   Doenças do aparelho respiratório,Pneumologista
J02,10,X.   Doenças do aparelho respiratório,Pneumologista
J03,10,X.   Doenças do aparelho respiratório,Pneumologista
J04,10,X.   Doenças do aparelho respiratório,Pneumologista
J05,10,X.   Doenças do aparelho respiratório,Pneumologista
J06,10,X.   Doenças do aparelho respiratório,Pneumologista
J07,10,X.   Doenças do aparelho respiratório,Pneumologista
J08,10,X.   Doenças do aparelho respiratório,Pneumologista
J09,10,X.   Doenças do aparelho respiratório,Pneumologista
J10,10,X.   Doenças do aparelho respiratório,Pneumologista
J11,10,X.   Doenças do aparelho respiratório,Pneumologista
J12,10,X.   Doenças do aparelho respiratório,Pneumologista
J13,10,X.   Doenças do aparelho respiratório,Pneumologista
J14,10,X.   Doenças do aparelho respiratório,Pneumologista
J15,10,X.   Doenças do aparelho respiratório,Pneumologista
J16,10,X.   Doenças do aparelho respiratório,Pneumologista
J17,10,X.   Doenças do aparelho respiratório,Pneumologista
J18,10,X.   Doenças do aparelho respiratório,Pneumologista
J19,10,X.   Doenças do aparelho respiratório,Pneumologista
J20,10,X.   Doenças do aparelho respiratório,Pneumologista
J21,10,X.   Doenças do aparelho respiratório,Pneumologista
J22,10,X.   Doenças do aparelho respiratório,Pneumologista
J23,10,X.   Doenças do aparelho respiratório,Pneumologista
J24,10,X.   Doenças do aparelho respiratório,Pneumologista
J25,10,X.   Doenças do aparelho respiratório,Pneumologista
J26,10,X.   Doenças do aparelho respiratório,Pneumologista
J27,10,X.   Doenças do aparelho respiratório,Pneumologista
J28,10,X.   Doenças do aparelho respiratório,Pneumologista
J29,10,X.   Doenças do aparelho respiratório,Pneumologista
J30,10,X.   Doenças do aparelho respiratório,Pneumologista
J31,10,X.   Doenças do aparelho respiratório,Pneumologista
J32,10,X.   Doenças do aparelho respiratório,Pneumologista
J33,10,X.   Doenças do aparelho respiratório,Pneumologista
J34,10,X.   Doenças do aparelho respiratório,Pneumologista
J35,10,X.   Doenças do aparelho respiratório,Pneumologista
J36,10,X.   Doenças do aparelho respiratório,Pneumologista
J37,10,X.   Doenças do aparelho respiratório,Pneumologista
J38,10,X.   Doenças do aparelho respiratório,Pneumologista
J39,10,X.   Doenças do aparelho respiratório,Pneumologista
J40,10,X.   Doenças do aparelho respiratório,Pneumologista
J41,10,X.   Doenças do aparelho respiratório,Pneumologista
J42,10,X.   Doenças do aparelho respiratório,Pneumologista
J43,10,X.   Doenças do aparelho respiratório,Pneumologista
J44,10,X.   Doenças do aparelho respiratório,Pneumologista
J45,10,X.   Doenças do aparelho respiratório,Pneumologista
J46,10,X.   Doenças do aparelho respiratório,Pneumologista
J47,10,X.   Doenças do aparelho respiratório,Pneumologista
J48,10,X.   Doenças do aparelho respiratório,Pneumologista
J49,10,X.   Doenças do aparelho respiratório,Pneumologista
J50,10,X.   Doenças do aparelho respiratório,Pneumologista
J51,10,X.   Doenças do aparelho respiratório,Pneumologista
J52,10,X.   Doenças do aparelho respiratório,Pneumologista
J53,10,X.   Doenças do aparelho respiratório,Pneumologista
J54,10,X.   Doenças do aparelho respiratório,Pneumologista
J55,10,X.   Doenças do aparelho respiratório,Pneumologista
J56,10,X.   Doenças do aparelho respiratório,Pneumologista
J57,10,X.   Doenças do aparelho respiratório,Pneumologista
J58,10,X.   Doenças do aparelho respiratório,Pneumologista
J59,10,X.   Doenças do aparelho respiratório,Pneumologista
J60,10,X.   Doenças do aparelho respiratório,Pneumologista
J61,10,X.   Doenças do aparelho respiratório,Pneumologista
J62,10,X.   Doenças do aparelho respiratório,Pneumologista
J63,10,X.   Doenças do aparelho respiratório,Pneumologista
J64,10,X.   Doenças do aparelho respiratório,Pneumologista
J65,10,X.   Doenças do aparelho respiratório,Pneumologista
J66,10,X.   Doenças do aparelho respiratório,Pneumologista
J67,10,X.   Doenças do aparelho respiratório,Pneumologista
J68,10,X.   Doenças do aparelho respiratório,Pneumologista
J69,10,X.   Doenças do aparelho respiratório,Pneumologista
J70,10,X.   Doenças do aparelho respiratório,Pneumologista
J71,10,X.   Doenças do aparelho respiratório,Pneumologista
J72,10,X.   Doenças do aparelho respiratório,Pneumologista
J73,10,X.   Doenças do aparelho respiratório,Pneumologista
J74,10,X.   Doenças do aparelho respiratório,Pneumologista
J75,10,X.   Doenças do aparelho respiratório,Pneumologista
J76,10,X.   Doenças do aparelho respiratório,Pneumologista
J77,10,X.   Doenças do aparelho respiratório,Pneumologista
J78,10,X.   Doenças do aparelho respiratório,Pneumologista
J79,10,X.   Doenças do aparelho respiratório,Pneumologista
J80,10,X.   Doenças do aparelho respiratório,Pneumologista
J81,10,X.   Doenças do aparelho respiratório,Pneumologista
J82,10,X.   Doenças do aparelho respiratório,Pneumologista
J83,10,X.   Doenças do aparelho respiratório,Pneumologista
J84,10,X.   Doenças do aparelho respiratório,Pneumologista
J85,10,X.   Doenças do aparelho respiratório,Pneumologista
J86,10,X.   Doenças do aparelho respiratório,Pneumologista
J87,10,X.   Doenças do aparelho respiratório,Pneumologista
J88,10,X.   Doenças do aparelho respiratório,Pneumologista
J89,10,X.   Doenças do aparelho respiratório,Pneumologista
J90,10,X.   Doenças do aparelho respiratório,Pneumologista
J91,10,X.   Doenças do aparelho respiratório,Pneumologista
J92,10,X.   Doenças do aparelho respiratório,Pneumologista
J93,10,X.   Doenças do aparelho respiratório,Pneumologista
J94,10,X.   Doenças do aparelho respiratório,Pneumologista
J95,10,X.   Doenças do aparelho respiratório,Pneumologista
J96,10,X.   Doenças do aparelho respiratório,Pneumologista
J97,10,X.   Doenças do aparelho respiratório,Pneumologista
J98,10,X.   Doenças do aparelho respiratório,Pneumologista
J99,10,X.   Doenças do aparelho respiratório,Pneumologista
K00,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K01,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K02,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K03,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K04,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K05,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K06,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K07,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K08,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K09,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K10,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K11,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K12,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K13,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K14,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K15,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K16,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K17,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K18,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K19,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K20,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K21,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K22,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K23,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K24,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K25,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K26,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K27,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K28,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K29,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K30,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K31,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K32,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K33,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K34,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K35,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K36,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K37,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K38,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K39,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K40,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K41,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K42,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K43,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K44,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K45,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K46,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K47,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K48,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K49,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K50,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K51,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K52,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K53,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K54,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K55,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K56,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K57,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K58,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K59,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K60,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K61,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K62,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K63,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K64,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K65,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K66,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K67,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K68,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K69,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K70,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K71,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K72,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K73,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K74,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K75,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K76,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K77,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K78,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K79,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K80,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K81,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K82,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K83,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K84,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K85,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K86,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K87,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K88,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K89,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K90,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K91,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K92,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K93,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K94,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K95,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K96,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K97,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K98,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
K99,11,XI.  Doenças do aparelho digestivo,Gastroenterologista
L00,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L01,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L02,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L03,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L04,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L05,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L06,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L07,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L08,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L09,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L10,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L11,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L12,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L13,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L14,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L15,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L16,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L17,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L18,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L19,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L20,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L21,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L22,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L23,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L24,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L25,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L26,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L27,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L28,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L29,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L30,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L31,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L32,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L33,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L34,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L35,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L36,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L37,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L38,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L39,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L40,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L41,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L42,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L43,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L44,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L45,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L46,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L47,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L48,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L49,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L50,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L51,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L52,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L53,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L54,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L55,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L56,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L57,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L58,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L59,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L60,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L61,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L62,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L63,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L64,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L65,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L66,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L67,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L68,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L69,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L70,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L71,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L72,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L73,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L74,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L75,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L76,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L77,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L78,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L79,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L80,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L81,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L82,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L83,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L84,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L85,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L86,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L87,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L88,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L89,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L90,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L91,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L92,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L93,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L94,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L95,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L96,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L97,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L98,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
L99,12,XII. Doenças da pele e do tecido subcutâneo,Dermatologista
M00,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M01,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M02,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M03,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M04,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M05,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M06,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M07,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M08,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M09,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M10,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M11,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M12,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M13,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M14,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M15,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M16,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M17,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M18,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M19,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M20,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M21,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M22,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M23,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M24,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M25,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M26,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M27,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M28,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M29,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M30,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M31,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M32,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M33,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M34,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M35,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M36,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M37,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M38,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M39,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M40,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M41,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M42,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M43,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M44,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M45,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M46,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M47,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M48,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M49,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M50,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M51,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M52,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M53,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M54,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M55,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M56,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M57,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M58,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M59,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M60,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M61,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M62,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M63,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M64,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M65,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M66,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M67,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M68,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M69,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M70,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M71,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M72,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M73,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M74,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M75,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M76,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M77,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M78,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M79,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M80,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M81,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M82,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M83,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M84,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M85,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M86,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M87,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M88,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M89,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M90,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M91,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M92,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
M93,13,XIII.Doenças sist osteomuscular e tec conjuntivo,Ortopedista
